PID,cyear,IBIRTHY,AGE,Sex,Education,SpouseAge,SpouseEducation,MeetWay,MarryLast,Cohabitation,FirstMarry,Marriage,Jiazhuang,Marriage_stf,Economy_contrb_stf,Housework_contrb_stf,Job_code,Income_month,Income,Life_stf,General_stf
510591103,2018,1987,31,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
510591501,2018,1989,29,0,7,-8,-8,-8,-8,-8,-8,2,-8,3,3,5,16,2550,30600,4,3.67
510592101,2018,1936,82,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,-8,0,0,4,3.33
510592102,2018,1939,79,0,0,-8,-8,-8,-8,-8,-8,2,-8,4,3,2,8,0,0,3,3.0
510592103,2018,1967,51,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,48000,4,5.0
510592104,2018,1965,53,0,3,-8,-8,-8,-8,-8,-8,2,-8,2,2,2,-8,0,0,3,2.0
510592105,2018,1990,28,0,6,29,5,5,1,1,-8,2,7000,3,3,3,8,3000,36000,3,3.0
510593101,2018,1952,66,1,0,1,-8,-8,-8,-8,-8,2,-8,3,4,3,-8,0,10000,5,3.33
510593102,2018,1979,39,0,4,45,0,5,19,1,-8,2,-8,4,3,3,-8,0,0,3,3.33
510593104,2018,1973,45,1,0,-8,-8,-8,-8,-8,-8,2,-8,3,3,4,-8,0,5000,4,3.33
510593601,2018,1966,52,0,0,66,0,3,1,5,-8,2,20000,4,3,4,-8,0,0,4,3.67
510594101,2018,1972,46,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510594102,2018,1972,46,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,40000,5,5.0
510594103,2018,1995,23,1,4,20,3,9,4,1,-8,2,-8,5,5,5,3,2000,70500,5,5.0
510594551,2018,1998,20,0,3,23,4,9,1,1,1,2,-8,5,5,5,16,1600,19200,4,5.0
510596102,2018,1944,74,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,15,1200,14400,5,5.0
510597101,2018,1979,39,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,3,1500,18000,4,4.33
510597102,2018,1975,43,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510598101,2018,1954,64,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510598102,2018,1957,61,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,4,4,-8,0,0,4,3.67
510599101,2018,1973,45,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,3,2400,28800,5,4.67
510599103,2018,1973,45,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,3,3,3,2300,28800,3,3.67
510600101,2018,1973,45,1,5,-8,-8,-8,-8,-8,-8,2,-8,4,5,5,5,5000,35000,4,4.67
510600103,2018,1974,44,0,3,-8,-8,-8,-8,-8,-8,2,-8,2,5,3,5,2000,10000,5,3.33
510601101,2018,1952,66,1,0,-8,-8,-8,-8,-8,-8,2,-8,4,2,3,-8,0,0,4,3.0
510601102,2018,1955,63,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,3,2,-8,0,0,4,3.33
510601504,2018,1989,29,0,5,36,3,6,4,5,-8,2,-8,3,4,1,10,0,0,4,2.67
510602101,2018,1940,78,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510602103,2018,1948,70,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510604103,2018,1977,41,1,3,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,9,0,0,5,4.0
510604104,2018,1979,39,0,3,41,-1,6,2019,5,-8,2,-8,4,4,4,9,0,0,3,4.0
510605101,2018,1976,42,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,3,1,5,1500,7500,2,2.33
510605102,2018,1970,48,1,0,-8,-8,-8,-8,-8,-8,2,-8,4,5,4,-8,0,0,4,4.33
510607101,2018,1963,55,0,0,-8,-8,-8,-8,-8,-8,2,-8,2,5,2,-8,0,0,5,3.0
510607102,2018,1964,54,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,0,5,4.33
510608101,2018,1975,43,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,60000,5,5.0
510608102,2018,1952,66,1,0,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,4,4.0
510608103,2018,1951,67,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510608104,2018,1976,42,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,36000,5,4.33
510609101,2018,1965,53,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,2,3,-8,0,0,4,3.33
510609102,2018,1963,55,1,3,53,3,5,33,5,-8,2,-8,5,2,5,-8,0,5400,5,4.0
510609104,2018,1987,31,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,20000,3,3.0
510609501,2018,1993,25,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,5,1000,17000,4,4.33
510610101,2018,1955,63,1,0,-8,-8,-8,-8,-8,-8,2,-8,1,2,2,-8,0,0,3,1.67
510611101,2018,1968,50,0,0,-8,-8,-8,-8,-8,-8,2,-8,4,4,3,-8,0,12000,4,3.67
510611102,2018,1965,53,1,3,-8,-8,-8,-8,-8,-8,2,-8,4,4,5,-8,0,0,5,4.33
510611103,2018,1989,29,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,6,5000,80000,5,5.0
510611104,2018,1945,73,1,0,-8,-8,-8,-8,-8,-8,2,-8,3,5,4,-8,0,0,5,4.0
510612101,2018,1978,40,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,40000,5,5.0
510612103,2018,1976,42,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,-8,0,0,5,4.67
510614101,2018,1974,44,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510614102,2018,1973,45,1,3,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,3,4.0
510615102,2018,1971,47,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510615105,2018,1951,67,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510615106,2018,1948,70,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,-8,0,0,5,4.33
510616103,2018,1983,35,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,10,1200,20000,3,3.0
510617103,2019,1978,41,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,3,3,-8,0,0,4,3.67
510618101,2018,1946,72,0,0,71,0,5,54,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
510618102,2018,1947,71,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510620102,2018,1973,45,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,3,2,-8,0,0,5,3.33
510621101,2018,1965,53,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,0,5,4.33
510621103,2019,1989,30,0,7,30,7,6,1,5,-8,2,0,4,4,4,10,6000,90000,4,4.0
510622101,2018,1950,68,1,0,-8,-8,-8,-8,-8,-8,2,-8,3,2,3,-8,0,0,3,2.67
510622102,2019,1972,46,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,4500,55000,4,5.0
510622103,2018,1970,48,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,4,3.0
510622106,2018,1995,23,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,3,3,6500,29000,4,3.67
510622107,2018,1950,68,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,0,5,4.33
510622531,2019,1975,43,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,2000,20600,5,5.0
510623101,2018,1955,63,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510623102,2018,1954,64,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510623103,2019,1989,30,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,6,5000,50000,4,5.0
510625103,2018,1970,48,0,4,45,4,5,24,5,1,2,-8,5,5,5,3,4000,40000,5,5.0
510627101,2018,1964,54,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510630101,2018,1961,57,0,0,-8,-8,-8,-8,-8,-8,2,-8,2,3,3,-8,0,0,3,2.67
510630102,2018,1963,55,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,2,2000,24000,3,5.0
510632101,2018,1968,50,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,3000,30000,3,5.0
510632102,2018,1948,70,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510632103,2018,1949,69,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510634101,2018,1965,53,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,5,3.0
510634581,2018,1990,28,1,3,1,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,4,4.0
510637101,2018,1966,52,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,3,5,5,3000,30000,5,4.33
510637102,2018,1968,50,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,4000,40000,2,5.0
510642101,2018,1965,53,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,19812,3,5.0
510642102,2018,1962,56,0,5,-8,-8,-8,-8,-8,-8,2,-8,4,5,3,99,0,6400,4,4.0
510645102,2018,1947,71,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,3,2,-8,0,0,5,3.33
510645401,2018,1970,48,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,1,5.0
510646101,2018,1956,62,1,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,4,-8,0,0,4,3.33
510647101,2018,1980,38,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,200,10000,5,5.0
510647102,2018,1954,64,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510647103,2018,1955,63,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510647104,2018,1977,41,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,5,3.0
510648102,2018,1959,59,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,19,4700,75000,5,5.0
510649101,2018,1964,54,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,10000,5,5.0
510649102,2018,1966,52,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510650101,2018,1981,37,1,4,31,3,77,14,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
510650106,2018,1987,31,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510651101,2019,1967,51,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,5,-8,0,0,4,4.67
510651102,2018,1965,53,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,2,2,99,0,0,3,2.33
510653101,2018,1955,63,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510653102,2018,1957,61,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510654102,2018,1945,73,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510656101,2018,1943,75,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510656105,2019,1973,45,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
510657101,2018,1941,77,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510657102,2018,1941,77,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510657103,2018,1976,42,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510657106,2019,1978,41,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,5,3,-8,0,4950,3,3.67
510659103,2018,1944,74,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510665102,2018,1950,68,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510667101,2018,1976,42,0,0,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,4,4.0
510667102,2019,1972,47,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510668101,2018,1968,50,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,-8,0,0,4,3.33
510790101,2018,1976,42,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,6108,4,5.0
510790104,2018,1977,41,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510793101,2018,1964,54,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,6,0,0,3,5.0
510793104,2018,1984,34,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,3,3000,36000,5,4.33
510793106,2019,1991,28,1,4,24,4,3,2,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
510794101,2018,1962,56,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510794102,2018,1963,55,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510795101,2018,1957,61,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,3,5,-8,0,0,3,4.33
510795502,2019,1992,26,0,4,36,3,4,8,1,-8,2,-8,5,4,2,8,0,0,4,3.67
510796101,2018,1965,53,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,3,3.0
510796102,2018,1963,55,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510798102,2018,1936,82,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510800101,2018,1946,72,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,8,0,0,5,4.33
510800102,2018,1950,68,0,3,-8,-8,-8,-8,-8,-8,2,-8,4,5,4,-8,0,0,4,4.33
510802101,2019,1978,40,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,5,5,15,6000,70000,4,4.67
510802104,2019,1980,38,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510808101,2018,1953,65,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,14400,5,4.33
510808102,2018,1953,65,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510810101,2018,1966,52,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,3,4.0
510813101,2018,1967,51,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,20000,5,5.0
510813102,2018,1968,50,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,5,4.0
510816102,2018,1975,43,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,4,4,-8,0,0,3,3.67
510820105,2018,1990,28,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,3000,20000,4,5.0
510821102,2018,1974,44,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510821104,2019,1974,44,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,4,4,9,2000,24000,2,3.67
510822102,2018,1940,78,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,5,3.0
510824101,2018,1958,60,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,3,-8,0,0,4,4.0
510824103,2018,1964,54,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510824104,2018,1985,33,1,5,-8,-8,-8,-8,-8,-8,2,-8,4,5,4,10,0,0,2,4.33
510826101,2018,1968,50,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510829102,2018,1949,69,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
510831102,2018,1966,52,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,32000,3,5.0
510831105,2018,1969,49,0,4,52,4,5,30,5,-8,2,-8,3,2,3,-8,0,0,5,2.67
510832101,2018,1974,44,1,3,44,3,1,2,1,-8,2,-8,4,4,5,5,5000,30000,5,4.33
510832601,2018,1975,43,0,3,44,3,1,2,1,-8,2,0,3,3,3,9,1600,20400,3,3.0
510833101,2018,1970,48,1,3,-8,-8,-8,-8,-8,-8,2,-8,2,2,2,-8,0,0,2,2.0
510835101,2018,1957,61,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
510837102,2018,1973,45,0,3,-8,-8,-8,-8,-8,-8,2,-8,4,4,5,-8,0,6000,4,4.33
510838101,2018,1950,68,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510838103,2018,1950,68,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510839101,2018,1965,53,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,0,0,3,5.0
510839102,2018,1966,52,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510839103,2018,1987,31,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,1500,18000,5,5.0
510839501,2018,1994,24,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,1,8,1500,18000,4,2.33
510841102,2018,1971,47,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,4,5,-8,0,26000,2,4.0
510841103,2018,1971,47,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,2,-8,0,0,4,3.67
510843101,2018,1973,45,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,2000,25000,3,5.0
510843102,2018,1948,70,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,-8,0,0,5,4.67
510843103,2018,1952,66,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,4,3,-8,0,0,3,4.0
510843104,2018,1972,46,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,8,2400,22400,3,4.67
510847103,2018,1944,74,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,0,5,4.33
510847104,2018,1971,47,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,3,2500,28300,3,4.0
510853101,2018,1965,53,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,17,2000,22000,5,5.0
510853102,2019,1969,49,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510853103,2019,1990,28,0,5,32,6,6,6,5,-8,2,-8,5,5,5,8,2000,22000,2,5.0
510854101,2018,1948,70,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,3,5,-8,0,0,4,4.33
510854102,2018,1951,67,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510854103,2019,1971,47,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,1000,8000,4,5.0
510855101,2018,1967,51,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,4,3,-8,0,0,4,4.0
510855102,2018,1968,50,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,3,5,5,5000,50000,4,4.33
510855103,2018,1991,27,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,4,3,8,2500,30000,4,3.33
510855501,2018,1987,31,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,1,5,5000,70000,5,2.33
510856103,2018,1967,51,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,3,4,3,1400,15000,4,4.0
510857101,2018,1979,39,1,3,28,3,5,7,5,-8,2,-8,5,2,2,-8,0,0,3,3.0
510857102,2018,1950,68,1,3,-8,-8,-8,-8,-8,-8,2,-8,3,4,4,-8,0,0,3,3.67
510858103,2018,1973,45,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,1500,18000,4,5.0
510858104,2018,1977,41,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,3,2500,28000,5,4.33
510859101,2018,1970,48,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,3500,42000,3,5.0
510859104,2018,1971,47,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,3,1800,20000,3,3.0
510860101,2018,1958,60,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510860501,2018,1957,61,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,0,5,4.33
510862101,2018,1963,55,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,19,1050,14000,4,5.0
510862102,2018,1965,53,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,21000,4,5.0
510862104,2018,1987,31,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,8,0,0,4,4.33
510870101,2018,1963,55,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510870102,2018,1964,54,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510871101,2018,1940,78,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510871102,2018,1949,69,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510872103,2018,1966,52,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,4,4,3,2600,2600,4,3.67
510872104,2018,1989,29,0,6,-8,-8,-8,-8,-8,-8,2,-8,4,5,3,8,3000,17000,4,4.0
510874101,2018,1973,45,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,1300,21000,4,5.0
510874102,2018,1975,43,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,1,-8,0,0,3,2.33
510876101,2018,1978,40,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
510876102,2018,1953,65,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,4,3.0
510876103,2018,1954,64,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,2,2,-8,0,0,3,3.0
510876104,2018,1980,38,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,-8,0,0,5,4.67
510877101,2018,1962,56,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,3,1,0,0,5,4.0
510877102,2018,1958,60,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,13200,4,5.0
510878102,2018,1964,54,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,2,2,-8,0,0,3,3.0
510879101,2018,1950,68,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510879102,2018,1953,65,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510879103,2018,1982,36,1,5,-8,-8,-8,-8,-8,-8,2,-8,3,5,4,6,5000,60000,4,4.0
510880101,2018,1974,44,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,-8,0,9600,3,3.33
510880102,2018,1971,47,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,3,4,5,0,0,5,4.0
510882101,2018,1970,48,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,0,0,5,5.0
510882103,2018,1970,48,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,3,3,3,2500,25500,4,3.67
510883101,2018,1942,76,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,1,5.0
510883102,2018,1950,68,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,2,1,-8,0,0,3,2.0
510883103,2018,1975,43,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,3,3000,25000,4,4.0
510883104,2018,1976,42,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,3,4,3,2000,20000,3,3.67
510886102,2018,1952,66,1,0,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,4,3.0
510886103,2018,1953,65,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,4,3,-8,0,0,5,4.0
510888101,2019,1963,55,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510888102,2018,1958,60,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,3,3000,30000,4,3.33
510889101,2018,1963,55,1,5,-8,-8,-8,-8,-8,-8,2,-8,3,3,4,-8,0,0,4,3.33
510891102,2018,1943,75,1,3,-8,-8,-8,-8,-8,-8,2,-8,3,4,5,-8,0,0,4,4.0
510891103,2018,1950,68,0,0,-8,-8,-8,-8,-8,-8,2,-8,4,5,5,-8,0,0,4,4.67
510892101,2018,1962,56,1,3,-8,-8,-8,-8,-8,-8,2,-8,4,3,5,-8,0,13248,3,4.0
510895101,2018,1966,52,1,4,50,3,6,2,1,-8,2,-8,4,1,5,-8,0,30000,4,3.33
510895551,2018,1967,51,0,3,52,-1,6,2,1,-8,2,4000,4,4,4,-8,0,0,5,4.0
510896102,2018,1951,67,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510896103,2018,1956,62,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510898101,2018,1962,56,1,0,-8,-8,-8,-8,-8,-8,2,-8,4,5,4,-8,0,20000,5,4.33
510898102,2018,1963,55,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510898103,2019,1987,32,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,9,0,0,5,4.33
510899101,2018,1974,44,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510899102,2018,1949,69,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
510899103,2018,1953,65,0,0,-8,-8,-8,-8,-8,-8,2,-8,4,5,3,-8,0,0,4,4.0
510899104,2018,1978,40,0,3,-8,-8,-8,-8,-8,-8,2,-8,4,4,5,-8,0,7200,4,4.33
510903101,2018,1972,46,1,4,45,5,5,23,5,-8,2,-8,4,3,4,-8,0,0,3,3.67
510903102,2018,1973,45,0,5,46,4,5,23,5,-8,2,-8,3,3,3,8,0,0,3,3.0
510904101,2018,1974,44,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,0,0,4,5.0
510904103,2018,1978,40,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
510904104,2018,2000,18,0,3,20,3,1,3,1,-8,2,-8,3,3,2,-8,0,0,3,2.67
510905101,2018,1969,49,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,5,-8,0,18000,4,3.67
510905102,2018,1963,55,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,4,3,-8,0,0,3,3.33
510910101,2018,1980,38,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,19,1483,17800,4,5.0
510910102,2018,1955,63,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,99,0,15000,5,5.0
